index,word,count_rank
1603,казак,1
1604,казаться,1
1605,казачок,1
1606,каземат,1
1607,казна,1
1608,казначей,1
1609,казнить,1
1610,казнь,1
1611,казуистика,1
1612,как,2
1613,какао,1
1614,какнибудь,1
1615,каков,1
1616,какой,2
1617,какойнибудь,1
1618,какойто,2
1619,както,2
1620,калевка,1
1621,календарь,1
1622,каленый,1
1623,калибр,2
1624,калька,1
1625,камелия,1
1626,каменный,2
1627,камень,2
1628,камера,2
1629,камерный,1
1630,камилавка,1
1631,кампания,2
1632,канал,2
1633,кандидат,1
1634,канон,2
1635,канонизировать,1
1636,канонический,1
1637,кантор,1
1638,кануть,1
1639,капать,1
1640,капелька,1
1641,капельница,1
1642,капилляр,1
1643,капитал,1
1644,капитан,1
1645,капитул,1
1646,капля,1
1647,капризный,2
1648,капсула,1
1649,капустник,2
1650,карамель,1
1651,караул,1
1652,карман,2
1653,карниз,1
1654,карта,2
1655,картина,2
1656,картинка,1
1657,картинный,1
1658,картотека,1
1659,карточка,2
1660,картошка,2
1661,картуз,1
1662,касаться,1
1663,каскад,2
1664,касса,2
1665,кассация,1
1666,катапульта,2
1667,катать,2
1668,кататься,2
1669,категория,1
1670,катить,2
1671,каток,2
1672,каторга,1
1673,кафедра,2
1674,качать,2
1675,качество,2
1676,каша,1
1677,кащей,1
1678,каяться,1
1679,квадрат,2
1680,квадратура,1
1681,квалификация,1
1682,квартал,2
1683,квашня,1
1684,керамика,1
1685,кессон,1
1686,кибитка,1
1687,кивать,2
1688,кидать,2
1689,кидаться,2
1690,киль,1
1691,кинематограф,1
1692,кино,2
1693,кипа,1
1694,кипеть,2
1695,кипятиться,1
1696,кирпич,1
1697,кисель,1
1698,кислота,1
1699,кислый,2
1700,кисть,2
1701,китайский,1
1702,кладка,2
1703,кланяться,1
1704,клапан,2
1705,класс,1
1706,классификатор,1
1707,классический,2
1708,классный,2
1709,класть,2
1710,клаузула,1
1711,клевать,2
1712,клеить,1
1713,клеиться,1
1714,клеймить,1
1715,клеймо,2
1716,клепало,1
1717,клепать,1
1718,клетка,1
1719,клиент,1
1720,кликать,2
1721,клин,2
1722,клоака,1
1723,клок,1
1724,клокотать,2
1725,клониться,2
1726,клубничка,1
1727,клубок,2
1728,клуша,1
1729,ключ,2
1730,ключевой,1
1731,книга,1
1732,книжка,2
1733,книжный,1
1734,кнопка,2
1735,кобылка,1
1736,кованый,2
1737,ковать,1
1738,ковчег,1
1739,ковш,2
1740,ковырять,1
1741,когда,2
1742,кодекс,1
1743,кожа,1
1744,кожица,2
1745,коза,2
1746,козел,2
1747,козерог,1
1748,козлы,2
1749,козырек,1
1750,козявка,1
1751,коктейль,2
1752,колбаска,1
1753,колебать,1
1754,колебаться,2
1755,колено,2
1756,колесо,1
1757,колея,1
1758,колкий,1
1759,коллегия,1
1760,коллективный,1
1761,коллектор,2
1762,коловорот,1
1763,колода,2
1764,колодка,2
1765,колокол,1
1766,колония,2
1767,колонка,2
1768,колонна,2
1769,колорит,1
1770,колосники,1
1771,колотить,2
1772,колотиться,2
1773,колотушка,1
1774,колоть,2
1775,колоться,2
1776,колпак,2
1777,кольцевать,1
1778,кольцо,2
1779,колючий,2
1780,колючка,2
1781,коляска,1
1782,команда,2
1783,командировка,2
1784,командный,1
1785,командовать,1
1786,комбинация,2
1787,комедия,1
1788,комендант,2
1789,комиссар,1
1790,комиссия,1
1791,компактный,1
1792,компенсация,1
1793,компетентный,1
1794,комплекс,2
1795,композиция,2
1796,кон,1
1797,конвейерный,1
1798,конвекция,1
1799,конвергенция,1
1800,кондуктор,1
1801,конек,1
1802,конец,2
1803,конечный,1
1804,конкурировать,1
1805,конопатка,1
1806,консервативный,1
1807,консервировать,1
1808,конструкция,1
1809,консульство,1
1810,консультация,2
1811,контакт,2
1812,контактный,2
1813,континуум,1
1814,конторка,1
1815,контроллер,1
1816,контур,1
1817,конфедерация,1
1818,конфирмация,2
1819,конфликт,1
1820,концентрат,1
1821,концентрированный,2
1822,концентрировать,2
1823,концерт,1
1824,концертмейстер,1
1825,кончить,2
1826,кончиться,2
1827,конь,1
1828,копать,2
1829,копаться,2
1830,копеечный,2
1831,копировать,1
1832,копошиться,1
1833,коптить,1
1834,кора,1
1835,корабль,1
1836,коралловый,1
1837,кордон,2
1838,корежить,2
1839,коренастый,1
1840,коренной,2
1841,корень,2
1842,корешок,2
1843,корзина,1
1844,коричневеть,1
1845,корка,2
1846,кормить,2
1847,коробить,1
1848,коробка,2
1849,корова,1
1850,королева,2
1851,королевский,1
1852,королек,2
1853,король,2
1854,коромысло,2
1855,корона,1
1856,коронка,2
1857,коронный,1
1858,короткий,2
1859,корпус,2
1860,корректировать,1
1861,корреспонденция,1
1862,корсаж,1
1863,корчить,1
1864,корчиться,1
1865,корявый,2
1866,косить,2
1867,коситься,1
1868,косматый,2
1869,косноязычный,1
1870,косой,2
1871,костенеть,1
1872,костер,1
1873,костистый,1
1874,косточка,2
1875,костыль,1
1876,кость,2
1877,костюм,1
1878,костяной,1
1879,костяшка,1
1880,косяк,1
1881,кот,1
1882,котел,2
1883,котелок,2
1884,котик,1
1885,котироваться,1
1886,который,2
1887,кофе,2
1888,кофейница,1
1889,кочевать,2
1890,кочевой,1
1891,кош,2
1892,кошачий,1
1893,кошель,2
1894,кошенина,1
1895,кошмар,2
1896,коэффициент,1
1897,краб,1
1898,край,2
1899,крайний,2
1900,крайность,1
1901,краса,1
1902,красивый,2
1903,красить,2
1904,краситься,1
1905,краска,2
1906,краснеть,1
1907,красноречивый,2
1908,красный,2
1909,красоваться,1
1910,красота,2
1911,красочный,1
1912,краткий,2
1913,кредит,2
1914,крем,2
1915,крепить,2
1916,крепкий,2
1917,крепление,1
1918,крест,2
1919,крестить,2
1920,креститься,1
1921,крестьянство,1
1922,крещение,1
1923,кривая,1
1924,кризис,1
1925,крик,1
1926,крикливый,2
1927,криминальный,1
1928,критика,2
1929,критический,1
1930,кричать,2
1931,кровавый,2
1932,кровля,1
1933,кровный,2
1934,кровь,2
1935,крой,1
1936,кропить,1
1937,крошить,1
1938,крошка,1
1939,круг,2
1940,круглый,2
1941,кругом,1
1942,кружевной,1
1943,кружить,2
1944,кружиться,2
1945,кружок,1
1946,крупинка,1
1947,крупица,1
1948,крупный,2
1949,крутить,2
1950,крутиться,2
1951,крутой,2
1952,крушить,1
1953,крыло,2
1954,крыть,2
1955,крыша,1
1956,крышка,1
1957,крюк,2
1958,крючок,2
1959,кряж,1
1960,ксерокс,1
1961,кто,2
1962,куб,1
1963,кубик,2
1964,кубышка,2
1965,куда,2
1966,кудрявый,2
1967,кузнец,1
1968,кукла,2
1969,куколка,1
1970,кукольный,2
1971,кукушка,2
1972,кулак,1
1973,кулинария,1
1974,кулиса,1
1975,кулисный,1
1976,культ,1
1977,культивировать,1
1978,культура,2
1979,культурный,2
1980,купаться,1
1981,купец,2
1982,купить,2
1983,купчиха,1
1984,курево,2
1985,курень,1
1986,курить,1
1987,куриться,1
1988,курс,2
1989,куртина,1
1990,кусать,1
1991,кусаться,2
1992,кусок,2
1993,куст,1
1994,кутать,1
1995,куцый,2
1996,куча,1
1997,лабаз,1
1998,лабиринт,2
1999,лагерь,2
2000,лад,2
2001,ладить,2
2002,ладно,2
2003,ладный,2
2004,лажать,1
2005,лаковый,1
2006,ландшафт,1
2007,лапа,2
2008,лапка,2
2009,лапчатый,1
2010,лапша,1
2011,ласкать,1
2012,ласточка,1
2013,лебедь,1
2014,лев,2
2015,левада,1
2016,левый,1
2017,легенда,1
2018,легендарный,1
2019,легион,1
2020,легкий,2
2021,легкость,1
2022,лед,1
2023,леденеть,1
2024,ледяной,1
2025,лежать,2
2026,лежка,1
2027,лезть,2
2028,лен,1
2029,ленивый,1
2030,лента,2
2031,ленточный,1
2032,лепет,1
2033,лепетать,1
2034,лепешка,1
2035,лепить,2
2036,лепка,1
2037,лес,1
2038,лесенка,1
2039,лесо,1
2040,летать,1
2041,лететь,2
2042,летник,2
2043,летный,1
2044,летучий,2
2045,летучка,2
2046,лечь,2
2047,лигатура,1
2048,лидер,1
2049,лизать,1
2050,линейка,2
2051,линейный,2
2052,линия,2
2053,липнуть,2
2054,липучий,1
2055,лирика,1
2056,лирический,1
2057,лист,2
2058,листок,2
2059,литература,1
2060,литературный,2
2061,лить,2
2062,литься,2
2063,лихой,2
2064,лихорадка,2
2065,лицевой,2
2066,лицензия,1
2067,личина,1
2068,личность,1
2069,личный,2
2070,лишний,1
2071,лишь,2
2072,лоб,1
2073,лобовой,1
2074,ловить,2
2075,ловкий,1
2076,логика,1
2077,логический,1
2078,логос,1
2079,ложе,1
2080,ложка,1
2081,ложный,2
2082,локоть,1
2083,ломаный,2
2084,ломать,2
2085,ломаться,2
2086,ломить,2
2087,ломиться,1
2088,ломка,1
2089,лоно,1
2090,лопатка,1
2091,лопаться,1
2092,лопнуть,1
2093,лосина,1
2094,лоскут,1
2095,лоток,1
2096,лохматый,2
2097,лошадиный,1
2098,луб,1
2099,лубок,2
2100,лубочный,1
2101,луговой,1
2102,луковица,2
2103,луковичный,1
2104,лупить,2
2105,луч,2
2106,лучистый,1
2107,лысина,1
2108,лысый,2
2109,льдинка,1
2110,любезность,1
2111,любить,2
2112,любовник,1
2113,любовный,1
2114,любовь,1
2115,люди,2
2116,людоед,1
2117,лютый,2
2118,лягушатник,1
2119,лямка,1
2120,ляпать,1
2121,магазин,1
2122,магистр,1
2123,магистраль,1
2124,магнетизм,2
2125,мазать,2
2126,мазила,1
2127,мазня,1
2128,майский,1
2129,макияж,1
2130,маковка,1
2131,маленький,2
2132,малина,2
2133,малодоступный,2
2134,малозначительный,1
2135,маломощный,2
2136,малоразвитый,1
2137,малосильный,1
2138,малость,2
2139,малый,1
2140,мальчик,1
2141,мамон,1
2142,маневр,2
2143,маневренный,2
2144,маневрировать,2
2145,манеж,2
2146,манекен,1
2147,манера,1
2148,манипулятор,1
2149,манипуляция,2
2150,манифест,1
2151,мантия,1
2152,мануфактура,1
2153,марать,2
2154,мараться,1
2155,марка,2
2156,марш,2
2157,маршрут,1
2158,маска,2
2159,маскарад,1
2160,маскировать,1
2161,маскироваться,1
2162,масленка,1
2163,масленый,1
2164,маслиться,1
2165,масляный,1
2166,масса,2
2167,массив,1
2168,массовка,1
2169,массовый,2
2170,мастер,2
2171,мастерская,1
2172,мастика,1
2173,масть,1
2174,масштаб,2
2175,материал,1
2176,материалист,1
2177,материальный,2
2178,материнский,1
2179,материя,2
2180,матерый,1
2181,матка,2
2182,матовый,2
2183,маточник,2
2184,матрица,2
2185,матроска,1
2186,матушка,2
2187,мать,2
2188,мах,2
2189,махнуть,2
2190,махра,1
2191,махровый,2
2192,машина,2
2193,машинист,1
2194,машинка,2
2195,маячить,1
2196,мгла,1
2197,мед,1
2198,медалист,1
2199,медальон,1
2200,медведка,1
2201,медвежий,1
2202,медиумический,1
2203,медно,1
2204,медный,1
2205,медовый,1
2206,медь,2
2207,медянка,2
2208,между,2
2209,меланхолический,1
2210,мелкий,2
2211,мелко,1
2212,меловой,1
2213,мелодрама,1
2214,мелочный,2
2215,мелочь,2
2216,мелькать,2
2217,мельница,2
2218,мельтешить,1
2219,мельтешиться,1
2220,мельчать,2
2221,мениск,1
2222,меньший,1
2223,менять,2
2224,меняться,2
2225,мера,2
2226,мерзкий,1
2227,мерзлый,2
2228,мерзнуть,1
2229,мерить,1
2230,мерка,2
2231,меркнуть,2
2232,мерный,1
2233,мертвенный,2
2234,мертветь,2
2235,мертвить,1
2236,мертвый,2
2237,месиво,1
2238,мести,1
2239,место,2
2240,металл,1
2241,металлический,1
2242,метать,2
2243,метаться,2
2244,метафизика,1
2245,метелица,1
2246,метить,2
2247,мех,2
2248,механизм,2
2249,механика,2
2250,механический,2
2251,меченосец,1
2252,мечта,2
2253,мечтать,1
2254,мешаться,2
2255,мешок,2
2256,мещанство,1
2257,мигалка,1
2258,мигать,1
2259,миграция,1
2260,микро,2
2261,микроклимат,1
2262,микроскопический,2
2263,милиция,2
2264,милость,1
2265,милый,1
2266,мимо,2
2267,мимоза,1
2268,мимоходом,1
2269,мина,1
2270,миндалина,1
2271,миндальный,1
2272,миниатюра,1
2273,миновать,1
2274,минус,2
2275,минута,2
2276,мир,2
2277,мирза,1
2278,мирный,2
2279,мировой,1
2280,миссия,2
2281,мифический,1
2282,младенческий,1
2283,младенчество,1
2284,младший,1
2285,млечный,1
2286,многоголосый,1
2287,многокрасочный,1
2288,многократный,1
2289,многолетний,1
2290,многосторонний,1
2291,мобилизация,2
2292,могила,2
2293,могильник,1
2294,могильный,2
2295,могильщик,1
2296,могучий,2
2297,могущественный,1
2298,могущество,1
2299,моделировать,1
2300,модель,2
2301,модный,1
2302,модуль,2
2303,модуляция,1
2304,мозаика,2
2305,мозг,2
2306,мозговой,2
2307,мокнуть,1
2308,мокрый,2
2309,молния,2
2310,молодняк,1
2311,молодой,2
2312,молодчик,1
2313,молоко,2
2314,молот,1
2315,молотить,2
2316,молоточек,1
2317,молочный,1
2318,молчаливый,1
2319,молчать,2
2320,момент,2
2321,монастырь,2
2322,монашество,1
2323,монгольский,1
2324,монитор,1
2325,монолит,1
2326,монополия,2
2327,монтаж,1
2328,монументальный,2
2329,мораль,1
2330,моральный,2
2331,моргать,1
2332,морда,1
2333,море,2
2334,мореный,1
2335,морилка,1
2336,морить,2
2337,мороз,2
2338,морозить,2
2339,морской,1
2340,морщить,1
2341,морщиться,1
2342,мост,2
2343,мостик,1
2344,мостки,1
2345,мотать,2
2346,мотаться,1
2347,мотив,1
2348,мотивация,1
2349,мото,1
2350,мотыга,1
2351,мохнатый,2
2352,мочить,1
2353,мочка,1
2354,мочь,2
2355,мощность,2
2356,мощный,2
2357,мраморный,1
2358,мрачнеть,1
2359,мрачный,2
2360,мудреный,1
2361,мудрец,1
2362,мудрить,1
2363,мудрость,1
2364,муж,1
2365,мужик,2
2366,мужской,1
2367,музыка,2
2368,музыкальный,1
2369,мука,1
2370,мультипликатор,2
2371,мундштук,2
2372,муравейник,1
2373,мурло,1
2374,муссировать,1
2375,мутить,2
2376,мутиться,2
2377,мутнеть,1
2378,мутный,1
2379,муть,2
2380,мухоловка,2
2381,мучиться,1
2382,мы,1
2383,мыкаться,1
2384,мыльный,1
2385,мысль,2
2386,мытарь,1
2387,мыть,1
2388,мышеловка,1
2389,мышиный,2
2390,мягкий,2
2391,мякоть,2
2392,мясистый,1
2393,мясник,2
2394,мясо,2
2395,мятый,2
2396,мять,1
2397,на,2
2398,набегать,2
2399,набегаться,1
2400,набежать,2
2401,набивка,1
2402,набивной,1
2403,набить,2
2404,набиться,1
2405,наблюдать,2
2406,набойка,1
2407,набор,2
2408,наборный,1
2409,набрать,2
2410,набрести,1
2411,наброситься,1
2412,набухнуть,1
2413,навал,1
2414,навалить,2
2415,навалиться,2
2416,навалять,1
2417,наварить,2
2418,навернуть,2
2419,наверх,1
2420,наверху,1
2421,навес,1
2422,навесить,2
2423,навеска,1
2424,навести,2
2425,навеять,1
2426,навигация,2
2427,нависнуть,1
2428,навить,2
2429,наводка,1
2430,наводчик,1
2431,навой,1
2432,наворотить,1
2433,навостриться,1
2434,навязать,1
2435,нагнать,2
2436,наговорить,2
2437,нагореть,1
2438,нагородить,1
2439,наградить,1
2440,нагрев,1
2441,нагрузка,2
2442,нагулять,1
2443,над,1
2444,надавить,2
2445,наделать,1
2446,надеть,1
2447,надлом,1
2448,надломить,1
2449,надорвать,1
2450,надрыв,2
2451,надрываться,1
2452,надстройка,1
2453,надутый,2
2454,надуться,2
2455,наезд,1
2456,наездить,1
2457,наездник,1
2458,наемник,1
2459,наемный,2
2460,наехать,2
2461,нажать,2
2462,нажечь,2
2463,нажим,2
2464,нажить,1
2465,назад,2
2466,назвать,1
2467,назваться,1
2468,назначение,1
2469,назначить,2
2470,наиграть,2
2471,найти,2
2472,найтись,1
2473,наказание,1
2474,накал,1
2475,накат,2
2476,накатать,2
2477,накатить,2
2478,накатиться,1
2479,накатка,1
2480,накатный,1
2481,накачать,1
2482,накидка,1
2483,накинуться,1
2484,накладка,2
2485,наклейка,1
2486,наклюнуться,1
2487,наковальня,1
2488,наколка,1
2489,наколотить,2
2490,наколоть,2
2491,накоптить,1
2492,накрепко,1
2493,накрошить,1
2494,накрутить,2
2495,накрыть,1
2496,накурить,1
2497,наладить,2
2498,наладиться,2
2499,налево,1
2500,налезть,1
2501,налет,2
2502,налететь,2
2503,налечь,2
2504,налив,2
2505,наливной,2
2506,налить,2
2507,налиться,2
2508,наложить,2
2509,намазать,2
2510,намарать,1
2511,намести,1
2512,намет,2
2513,наметать,1
2514,наметить,1
2515,наморить,1
2516,наморщиться,1
2517,намотать,1
2518,намочить,1
2519,намыть,2
2520,намять,1
2521,нанести,2
2522,наносный,1
2523,напакостить,1
2524,напастись,2
2525,напеть,2
2526,напечатать,1
2527,напирать,2
2528,написание,1
2529,написать,2
2530,напластование,1
2531,наплевать,1
2532,наплечник,2
2533,наплыв,2
2534,наплыть,2
2535,напоить,1
2536,наползти,1
2537,наполненный,1
2538,наполнить,2
2539,наполниться,1
2540,напоминание,1
2541,направить,2
2542,направиться,1
2543,направление,2
2544,напрасный,1
2545,напроситься,1
2546,напряжение,2
2547,напряженность,1
2548,напряженный,2
2549,напрячь,2
2550,напрячься,2
2551,напустить,2
2552,напыжиться,1
2553,нараспашку,1
2554,нарасти,2
2555,нарастить,2
2556,нарезать,2
2557,нарисовать,2
2558,народ,2
2559,народность,1
2560,народный,2
2561,нарост,1
2562,наружу,1
2563,нарушить,1
2564,нарцисс,1
2565,наряд,2
2566,насадка,1
2567,насажать,1
2568,насаждение,1
2569,насвистывать,1
2570,наседать,1
2571,насесть,1
2572,насечка,1
2573,насквозь,1
2574,наскок,1
2575,наскочить,2
2576,наследство,1
2577,наслоение,1
2578,наслушаться,1
2579,насмерть,1
2580,насолить,1
2581,наставить,2
2582,наставление,1
2583,настил,2
2584,настильный,1
2585,настичь,1
2586,настлать,1
2587,настоящий,2
2588,настрого,1
2589,настроить,2
2590,настроиться,1
2591,настрочить,1
2592,настукать,1
2593,наступать,2
2594,насыпать,1
2595,насытить,1
2596,насытиться,1
2597,натаскать,2
2598,натащить,1
2599,натереть,2
2600,натиск,2
2601,наткнуться,1
2602,натолкнуться,1
2603,натравить,2
2604,натрепать,1
2605,натрястись,1
2606,натура,2
2607,натуральный,2
2608,натянуть,1
2609,наудить,2
2610,научить,1
2611,нахлынуть,1
2612,находиться,1
2613,нацелиться,1
2614,национальность,1
2615,национальный,2
2616,начало,2
2617,начальный,1
2618,начальство,1
2619,начать,1
2620,начертить,1
2621,начес,1
2622,начесать,1
2623,начинаться,1
2624,начисто,1
2625,наш,1
2626,нашивка,1
2627,нашпиговать,1
2628,наштукатурить,1
2629,нащелкать,1
2630,нащелкивать,1
2631,наэлектризованный,1
2632,не,2
2633,неаккуратный,1
2634,небезгрешный,1
2635,небезобидный,1
2636,небесный,2
2637,неблагодарный,1
2638,небогатый,2
2639,небольшой,2
2640,небрежение,1
2641,небытие,1
2642,неверный,2
2643,невидный,1
2644,невинный,2
2645,невозможный,1
2646,невольно,1
2647,невольный,1
2648,невыгодный,1
2649,невыдержанный,1
2650,невысокий,2
2651,нега,1
2652,негативизм,1
2653,неглубокий,2
2654,негодный,1
2655,неграмотность,2
2656,неграмотный,2
2657,негры,1
2658,негусто,1
2659,недавний,1
2660,недалекий,2
2661,недалеко,1
2662,недельный,1
2663,недобрый,2
2664,недоглядеть,1
2665,недогрузить,1
2666,недолив,1
2667,недорогой,1
2668,недоставать,1
2669,недостаточный,1
2670,недостойный,1
2671,недоступный,2
2672,недотрога,1
2673,недра,1
2674,неестественный,2
2675,неживой,2
2676,нежилой,1
2677,нежность,2
2678,нежный,2
2679,незаметный,1
2680,незанятый,1
2681,нездоровый,2
2682,незнакомый,2
2683,незначительный,1
2684,незрелый,1
2685,незыблемый,1
2686,неизвестность,2
2687,неизвестный,1
2688,неизменный,1
2689,неисправность,1
2690,нейтрализация,1
2691,нейтрализовать,1
2692,нейтральный,2
2693,некоторый,1
2694,некрепкий,2
2695,некультурный,1
2696,нелегкий,1
2697,неловкий,2
2698,неловкость,1
2699,немалый,1
2700,немецкий,1
2701,немного,1
2702,немой,1
2703,ненормальный,1
2704,необходимость,1
2705,необходимый,1
2706,необъятный,1
2707,необязательный,1
2708,неопасный,1
2709,неопределенный,1
2710,неорганизованный,1
2711,неосторожный,1
2712,непокрытый,1
2713,неполный,2
2714,непонятный,1
2715,непослушный,1
2716,непосредственный,2
2717,неправильный,2
2718,непрактичный,1
2719,непривычный,1
2720,неприкосновенный,1
2721,неприкрытый,2
2722,неприметный,1
2723,неприхотливый,1
2724,непроницаемый,2
2725,непрошеный,1
2726,нерабочий,2
2727,неразборчивый,1
2728,неразвитой,2
2729,нераскрытый,1
2730,нерв,1
2731,нервный,2
2732,нервозный,1
2733,нереида,1
2734,неровный,2
2735,несвежий,2
2736,несдержанный,1
2737,нескладный,2
2738,несогласованный,1
2739,несостоятельный,1
2740,неспособный,1
2741,нести,2
2742,нестройный,1
2743,несчастливый,1
2744,несчастный,2
2745,нет,2
2746,нетвердый,1
2747,нетяжелый,1
2748,неудобно,1
2749,неудобный,1
2750,неудобство,1
2751,неуклюжий,2
2752,неустойчивый,2
2753,нечистота,1
2754,нечистый,2
2755,неяркий,1
2756,неясный,2
2757,ни,1
2758,ниже,1
2759,нижний,2
2760,низ,2
2761,низкий,2
2762,низкопробный,1
2763,низовой,2
2764,низший,2
2765,нимб,1
2766,нипочем,2
2767,ниспровергнуть,1
2768,нитка,2
2769,нить,2
2770,ничего,1
2771,ничтожество,1
2772,ничтожный,1
2773,нищета,1
2774,нищий,1
2775,но,2
2776,новина,1
2777,новость,1
2778,новый,2
2779,нога,1
2780,ножка,2
2781,ножницы,1
2782,ноль,2
2783,номер,2
2784,нормальный,1
2785,нос,2
2786,носик,1
2787,носитель,1
2788,носить,2
2789,носиться,1
2790,носок,1
2791,нота,2
2792,ночной,2
2793,нравиться,1
2794,ну,2
2795,нужда,1
2796,нумерация,1
2797,нуну,1
2798,нутро,2
2799,нынешний,1
2800,нынче,1
2801,нырок,1
2802,нырять,2
2803,ныть,1
2804,нянечка,1
2805,о,2
2806,об,2
2807,обвести,2
2808,обветренный,1
2809,обветрить,1
2810,обветриться,2
2811,обвинение,1
2812,обвинять,1
2813,обвить,1
2814,обвод,2
2815,обвязать,1
2816,обвязка,1
2817,обделать,2
2818,обделка,1
2819,обед,2
2820,обежать,1
2821,обезьяна,2
2822,обернуть,2
2823,обернуться,2
2824,обертка,1
2825,обеспамятеть,1
2826,обеспечение,1
2827,обеспечить,1
2828,обещать,1
2829,обжечь,2
2830,обжимка,1
2831,обзор,1
2832,обидеть,1
2833,обильный,1
2834,обить,1
2835,обиход,1
2836,обкатать,2
2837,обкосить,2
2838,обкурить,1
2839,облава,1
2840,обладать,1
2841,облако,1
2842,область,2
2843,облегчение,1
2844,облегченный,1
2845,облегчить,2
2846,облегчиться,2
2847,облепить,1
2848,облетать,1
2849,облететь,2
2850,облечь,2
2851,облечься,2
2852,облизываться,1
2853,облить,2
2854,обличье,1
2855,обложить,2
2856,облом,2
2857,обломать,1
2858,облысеть,1
2859,обмен,1
2860,обмолвиться,1
2861,обмотка,1
2862,обмылок,1
2863,обмыть,1
2864,обмякнуть,1
2865,обнаженный,2
2866,обнажить,2
2867,обнажиться,2
2868,обнаружить,2
2869,обнаружиться,2
2870,обнести,2
2871,обновить,1
2872,обновиться,1
2873,обновленный,1
2874,обноситься,1
2875,обнять,2
2876,обобщить,1
2877,обогатить,1
2878,обогатиться,1
2879,ободрать,1
2880,обожать,2
2881,обозначить,1
2882,обозрение,1
2883,обойма,1
2884,обойти,2
2885,обойтись,2
2886,оборвать,2
2887,оборваться,2
2888,оборона,1
2889,оборот,2
2890,оборотить,1
2891,оборотный,1
2892,обособленный,1
2893,обостренный,1
2894,обостриться,1
2895,обработать,2
2896,образ,2
2897,образец,2
2898,образоваться,1
2899,обрасти,1
2900,обратить,2
2901,обратиться,2
2902,обратный,2
2903,обращаться,2
2904,обращение,2
2905,обрезать,2
2906,обрисовать,1
2907,обронить,1
2908,обрушиться,1
2909,обрыв,1
2910,обскакать,1
2911,обставить,2
2912,обстановка,2
2913,обстоятельство,1
2914,обстрелять,1
2915,обсыпать,2
2916,обсыпаться,2
2917,обтекаемый,1
2918,обтереть,2
2919,обтереться,2
2920,обтянуть,1
2921,обтянуться,2
2922,обтяпать,1
2923,обуть,1
2924,обхватить,1
2925,обход,2
2926,обходный,1
2927,обшарпанный,1
2928,обшивка,1
2929,обширный,2
2930,обшить,1
2931,общественный,2
2932,общество,2
2933,общий,2
2934,объездить,1
2935,объект,2
2936,объективный,1
2937,объемный,1
2938,объехать,2
2939,объявить,2
2940,объясниться,1
2941,объясняться,1
2942,обыграть,1
2943,обыкновенный,2
2944,обязанный,1
2945,обязательный,1
2946,обязательство,1
2947,овес,1
2948,овеять,1
2949,огарок,1
2950,огласить,1
2951,оглушить,2
2952,оглядеться,1
2953,оглядываться,1
2954,огневой,2
2955,огненный,2
2956,оговорить,2
2957,оголенный,1
2958,оголить,2
2959,оголиться,2
2960,огонек,1
2961,огонь,2
2962,огромный,1
2963,огрубелый,1
2964,огрубеть,1
2965,огрубить,1
2966,огрузнуть,1
2967,одеревенелый,1
2968,одеть,2
2969,одеться,2
2970,один,2
2971,одинокий,1
2972,одиночка,2
2973,одиночный,2
2974,одичать,1
2975,однажды,1
2976,одно,1
2977,однозначный,1
2978,одолеть,2
2979,одухотворить,1
2980,одушевленный,1
2981,ожерелье,1
2982,ожесточение,1
2983,ожечь,1
2984,оживить,2
2985,оживиться,1
2986,оживленный,1
2987,ожидать,1
2988,ожить,2
2989,озарить,1
2990,ознаменовать,1
2991,ой,1
2992,оказаться,2
2993,окаменелый,1
2994,окаменеть,2
2995,окатить,1
2996,окаянный,1
2997,океан,2
2998,окно,2
2999,око,1
3000,околдовать,1
3001,околица,1
3002,около,2
3003,окольцевать,1
3004,окончание,2
3005,окончательный,1
3006,окостенелый,1
3007,окостенеть,1
3008,окрасить,1
3009,окраска,1
3010,округленный,1
3011,округлить,1
3012,округлиться,2
3013,округлый,1
3014,окружать,2
3015,окружение,2
3016,окружить,2
3017,окружной,1
3018,окружность,1
3019,окрутить,1
3020,октава,1
3021,олимпиец,1
3022,олицетворение,2
3023,оловянный,1
3024,омертвелый,1
3025,омертветь,1
3026,омертвить,1
3027,омолодиться,1
3028,омраченный,1
3029,омрачить,1
3030,омывать,1
3031,он,1
3032,она,1
3033,они,1
3034,оно,1
3035,опалить,2
3036,опалубка,1
3037,опасаться,1
3038,опасный,1
3039,опекать,1
3040,опера,1
3041,оперативный,1
3042,оператор,1
3043,операция,2
3044,оперение,1
3045,оперетта,2
3046,опереться,1
3047,оперировать,2
3048,описание,1
3049,описать,2
3050,опись,1
3051,оплыть,1
3052,опомниться,1
3053,опошлиться,1
3054,оппозиция,1
3055,оправа,1
3056,оправдание,2
3057,оправдать,2
3058,оправдаться,1
3059,оправиться,2
3060,определение,2
3061,определенный,2
3062,определитель,1
3063,определительный,1
3064,определить,2
3065,определиться,2
3066,опричнина,2
3067,опрокинуть,2
3068,опрокинуться,1
3069,опросить,1
3070,оптика,1
3071,оптический,1
3072,опустить,2
3073,опуститься,2
3074,опустошить,1
3075,опутать,1
3076,опушить,1
3077,опытный,2
3078,оракул,2
3079,орать,2
3080,орбита,1
3081,орган,2
3082,организация,2
3083,организм,1
3084,организованный,1
3085,организовать,2
3086,органический,1
3087,орда,1
3088,ординарный,1
3089,ординатура,1
3090,орел,2
3091,ореол,2
3092,оригинальный,2
3093,ориентация,2
3094,ориентировать,2
3095,ориентироваться,1
